Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,SalePrice
1428,50,RL,60,10930,Pave,Grvl,Reg,Bnk,140000
1429,30,RM,60,7200,Pave,,Reg,Lvl,119000
1430,20,RL,,12546,Pave,,IR1,Lvl,182900
1431,60,RL,60,21930,Pave,,IR3,Lvl,192140
1432,120,RL,,4928,Pave,,IR1,Lvl,143750
1433,30,RL,60,10800,Pave,Grvl,Reg,Lvl,64500
1434,60,RL,93,10261,Pave,,IR1,Lvl,186500
1435,20,RL,80,17400,Pave,,Reg,Low,160000
1436,20,RL,80,8400,Pave,,Reg,Lvl,174000
1437,20,RL,60,9000,Pave,,Reg,Lvl,120500
1438,20,RL,96,12444,Pave,,Reg,Lvl,394617
1439,20,RM,90,7407,Pave,,Reg,Lvl,149700
1440,60,RL,80,11584,Pave,,Reg,Lvl,197000
1441,70,RL,79,11526,Pave,,IR1,Bnk,191000
1442,120,RM,,4426,Pave,,Reg,Lvl,149300
1443,60,FV,85,11003,Pave,,Reg,Lvl,310000
1444,30,RL,,8854,Pave,,Reg,Lvl,121000
1445,20,RL,63,8500,Pave,,Reg,Lvl,179600
1446,85,RL,70,8400,Pave,,Reg,Lvl,129000
1447,20,RL,,26142,Pave,,IR1,Lvl,157900
1448,60,RL,80,10000,Pave,,Reg,Lvl,240000
1449,50,RL,70,11767,Pave,,Reg,Lvl,112000
1450,180,RM,21,1533,Pave,,Reg,Lvl,92000
1451,90,RL,60,9000,Pave,,Reg,Lvl,136000
1452,20,RL,78,9262,Pave,,Reg,Lvl,287090
1453,180,RM,35,3675,Pave,,Reg,Lvl,145000
1454,20,RL,90,17217,Pave,,Reg,Lvl,84500
1455,20,FV,62,7500,Pave,Pave,Reg,Lvl,185000
1456,60,RL,62,7917,Pave,,Reg,Lvl,175000
1457,20,RL,85,13175,Pave,,Reg,Lvl,210000
1458,70,RL,66,9042,Pave,,Reg,Lvl,266500
1459,20,RL,68,9717,Pave,,Reg,Lvl,142125
1460,20,RL,75,9937,Pave,,Reg,Lvl,147500
